gene_id,EAV_log2_fc,EAV_p_value,EAV_fdr,LAV_log2_fc,LAV_p_value,LAV_fdr,Lifter_log2_fc,Lifter_p_value,Lifter_fdr,SG_log2_fc,SG_p_value,SG_fdr,SGxAV_log2_fc,SGxAV_p_value,SGxAV_fdr,gene,description,gene_biotype,chromosome,start,end,interaction_fdr,effect_span,shared_stage_fdr,shared_stage_logFC,hybrid_vs_sg_delta,hybrid_vs_eav_delta
LOC115721274,-0.194728393465891,0.652008285519706,0.966097793050589,-1.79699499146908,0.000482743360412435,0.0166464795861001,-2.44274035086592,3.56388139736077e-07,1.84692649330837e-05,-0.703965775532987,0.0503771994692412,0.216501052439011,-0.927056242767395,0.0150593927779671,0.119926600174222,LOC115721274,MADS-box protein SVP,protein_coding,NC_083602.1,5148496,5156195,0.0426063396400335,1.118804554914,2.93094814511499e-06,-1.21221015112036,0.223090467234408,0.732327849301504
LOC115722191,-0.295903938298213,0.0803632612993774,0.613509256644098,0.277695533537112,0.109393777559866,0.363857158182522,0.513496943345323,0.000990084968804965,0.00661473872213812,-0.11315376317047,0.401927578994988,0.692731126685746,-0.119666879581585,0.397961248330233,0.698325040066092,LOC115722191,pre-mRNA splicing factor SR-like 1,protein_coding,NC_083609.1,34149150,34154208,0.0601049602677331,0.74181381894529,0.54138903158712,0.0559512018692527,0.0065131164111151,0.176237058716628
LOC115718979,-0.0784837974525603,0.651451711938348,0.966097793050589,0.274737660183433,0.143197538243574,0.417232312731394,0.717054171410608,5.02299825836099e-05,0.00070637556659464,0.0171995147823989,0.905767476022449,0.977064835580843,-0.0394441436080927,0.798668257483004,0.929645302866059,LOC115718979,auxin-responsive protein IAA16,protein_coding,NC_083602.1,30301577,30304419,0.0690068661114859,0.730372031635783,0.0273577418407985,0.217795687619816,0.0566436583904916,0.0390396538444676
LOC115712114,-0.760420741166899,0.353361320685726,0.885723142547881,-3.8573374934977,5.22916542215911e-05,0.00521940181403264,0.739178676524461,0.273642723466963,0.442469082097166,-0.86787795747956,0.188230514358078,0.468012447892168,-1.62004131688642,0.0211358166162754,0.14492911160438,LOC115712114,gibberellin 20 oxidase 1-B,protein_coding,NC_083604.1,49088877,49093556,0.0697698874671563,0.437848294238603,0.0127985803309683,-0.876538080420097,0.752163359406863,0.859620575719525
LOC115713961,0.624337027433252,0.0301463792433158,0.432078669181196,-0.186358214688556,0.528328199169167,0.772023533129609,-0.754390934224234,0.00287945650853314,0.0149598069282785,-0.213793057335204,0.353502265464979,0.648594887239346,0.129236198067703,0.594050048915906,0.828550346379397,LOC115713961,serine/arginine-rich splicing factor RSZ21,protein_coding,NC_083604.1,3625394,3627934,0.0708841342679656,0.84719453666049,0.112590778795975,-0.220576050052309,0.343029255402907,0.495100829365549
LOC115698037,-0.532859506020034,0.00114949853059946,0.0923626981723548,-0.0427508635446938,0.779853297109603,0.911894202163363,0.221394948596274,0.0810742295103894,0.184770625849011,-0.0807348025033958,0.509848504761041,0.776145379849169,-0.103626752811489,0.427198244844836,0.719100374624987,LOC115698037,probable pre-mRNA-splicing factor ATP-dependent RNA helicase DEAH2,protein_coding,NC_083610.1,71076037,71080199,0.0749555631097258,0.680407881532353,0.608423202285525,-0.0397594849255498,0.022891950308093,0.429232753208545
LOC115703149,0.135515643333542,0.426256973429052,0.917441923325904,0.760522999070837,0.000185811090678212,0.00918950304948455,1.0096059616532,3.08216895445664e-07,1.69447194975713e-05,0.478593456637428,0.00190351042079307,0.0281809471903554,0.42811958473894,0.00642691383348515,0.0715337761970691,LOC115703149,protein EARLY FLOWERING 3,protein_coding,NC_083610.1,7049667,7054549,0.0763152669652371,0.333778047236405,1.24181023102808e-07,0.574358506929662,0.0504738718984883,0.292603941405398
LOC115705617,-0.445311303209977,0.0331773824711874,0.448919888429483,0.121161617019903,0.562412984892457,0.79380262775386,0.550829493304714,0.00291197135012395,0.0150745829639401,0.0786311638798903,0.635400679840017,0.857043419804716,0.25766953915993,0.148878811600602,0.435608374683242,LOC115705617,auxin response factor 19,protein_coding,NC_083601.1,21565372,21572930,0.0815047801143149,0.6685039329371,0.0410097140219563,0.197668197154351,0.17903837528004,0.702980842369908
LOC115709034,-0.738137334350713,0.637823870945365,0.964399792150622,2.05820508993913,0.1954738722584,0.487621276928672,6.78859789739887,2.70242769869935e-05,0.000439541916876688,4.45179600665149,0.00264636905021917,0.0348868273119153,4.34072948585912,0.00577559595164954,0.0676238208827564,LOC115709034,agamous-like MADS-box protein AGL16,protein_coding,NC_083603.1,43318353,43322492,0.0817700005762014,0.555408663705789,6.02499811056507e-06,4.25713182102115,0.111066520792371,5.07886682020983
LOC115705305,-1.01887867457988,0.000163940354256913,0.0256867211728207,0.00302295062825242,0.989865240878922,0.998078738465965,0.108021364038724,0.577739666090475,0.728800060377943,-0.343726743605457,0.0837693582497983,0.295949844455261,-0.335363762691518,0.111811321357027,0.376030072437027,LOC115705305,serine/arginine-rich splicing factor RS2Z32,protein_coding,NC_083601.1,46228483,46232299,0.0864852534853262,0.982771825359263,0.0301339595845323,-0.242746256384806,0.00836298091393894,0.683514911888363
LOC115705343,0.36123394125276,0.187240067010188,0.78146231740856,0.301718426359721,0.277697822229948,0.577000160632941,-0.725521530952727,0.00327167013800251,0.0164651878840265,0.165941150268334,0.452907302093239,0.733036254431013,-0.407378711177364,0.0900712965479762,0.336082658800367,LOC115705343,auxin-responsive protein IAA17,protein_coding,NC_083601.1,46007218,46010386,0.0872224458415915,0.562158078619772,0.226809510422555,-0.16149728530412,0.573319861445698,0.768612652430124
LOC115708788,0.309701345161494,0.44215130745023,0.921552919042148,-1.11917169210248,0.0160262652659959,0.128571432579831,-0.645861183625951,0.0608994551360126,0.14925311642866,0.897789166981747,0.0101083323946083,0.0806603372730399,0.231868290521541,0.506271931162411,0.775535672944082,LOC115708788,auxin-responsive protein SAUR71,protein_coding,NC_083603.1,41043627,41044536,0.0872224458415915,3.35686524679845,0.462806901788451,0.160104747360796,0.665920876460206,0.0778330546399529
LOC115695743,-1.91105870350769,8.00464672359983e-05,0.016183157816895,-2.05551160120981,4.62749259498805e-05,0.0050584951029631,-3.23066797706224,6.66748341038361e-10,4.65790296193331e-07,-2.53111911653657,6.20644392053578e-08,3.76430834173915e-05,-1.38610528598642,0.000407364489449896,0.0143701071869361,LOC115695743,phytochrome A-associated F-box protein,protein_coding,NC_083610.1,18571542,18573526,0.0902738503397573,2.14547075434358,7.16787151804625e-12,-2.42327787402869,1.14501383055015,0.524953417521274
LOC115717098,-1.2890467292335,0.00876940676053927,0.25134510047509,0.805356355123396,0.0718969354360309,0.29125569236621,0.736194150620007,0.0684617211173149,0.163021438759847,-0.416232715013822,0.267801981890262,0.560839035809836,-0.466654036469616,0.234279212136376,0.547398750663371,LOC115717098,probable trehalose-phosphate phosphatase F,protein_coding,NC_083605.1,67244500,67249658,0.0904276568041115,0.870782822167609,0.55428012417942,-0.131436253679147,0.0504213214557933,0.822392692763888
LOC115709153,-1.01169144867792,0.074289909469101,0.597433224053908,1.47847534671611,0.0142126239756275,0.120188293848796,-0.708858350395638,0.129588049675408,0.260311379273186,1.01951935121424,0.028296634980905,0.152827473275709,0.20403309580407,0.653417532452741,0.862104003443044,LOC115709153,abscisic acid 8'-hydroxylase CYP707A2,protein_coding,NC_083603.1,2481384,2484564,0.0918501218722553,1.61247832634725,0.244498036176276,0.294257999469518,0.815486255410173,1.21572454448199
LOC115723060,0.892425717213668,0.140246058422826,0.71928706777577,1.57114549742709,0.0113634638074511,0.105822608473351,3.98079337640534,1.83317744492771e-07,1.1605185966172e-05,2.36662630280981,4.52351757328126e-05,0.00352749944070001,2.38398818487581,6.55379380760444e-05,0.00562668635482094,LOC115723060,squamosa promoter-binding-like protein 12,protein_coding,NC_083609.1,3354459,3359247,0.0933220961768074,0.247068737211341,1.26828367515325e-09,2.36067661426959,0.0173618820660022,1.49156246766214
LOC115698543,0.317915195143014,0.334930010873555,0.877590088142743,-0.0502249295340159,0.878944897533637,0.953537724338281,-0.657424256445641,0.0221549738850591,0.0699391905619344,0.529850809928277,0.0518660964829282,0.22068032271374,0.856907983003013,0.00576795144496022,0.0676116103916098,LOC115698543,protein PHYTOCHROME KINASE SUBSTRATE 1,protein_coding,NC_083608.1,26037784,26039856,0.0937256375475047,0.441497738041311,0.16678626143186,0.225313049935964,0.327057173074736,0.538992787859999
LOC115704295,0.928442743569025,0.431408857713424,0.918662952759098,4.57744736710093,0.00237483671988493,0.0428453343742728,8.34655966764962,2.08612876048988e-06,6.54814573534737e-05,5.46014302808817,3.45198539367924e-05,0.00304714691887123,7.04740257412136,4.39006377274884e-05,0.00458566550306798,LOC115704295,transcription factor CAULIFLOWER,protein_coding,NC_083610.1,84790432,84794420,0.0954213794356987,1.92384139487895,1.67762670201043e-06,4.91209505730416,1.58725954603319,6.11895983055233
LOC115715487,3.20714236175005,0.164801387764558,0.752451600959012,-2.94355526157352,0.205334289544975,0.498770568672538,-5.85352663784428,0.00528556516766299,0.0238720144805187,0.184984772319485,0.927488577943281,0.983529147512435,4.10869031649524,0.0560547407871226,0.255873084797154,LOC115715487,U5 spliceosomal RNA,snRNA,NC_083604.1,74812780,74812896,0.0981510957594722,0.281206978592631,0.453236319893173,-1.0138336089692,3.92370554417576,0.901547954745192
LOC115725224,-0.562229895936411,0.135515212924326,0.710785275738789,-0.755198181647672,0.0520319216947256,0.244331716209848,0.127108212208918,0.682739005070435,0.807239873032744,-0.11796783309537,0.692862343556281,0.888751818424906,-1.53409321690866,4.95421636306097e-05,0.00477688082350115,LOC115725224,protein SMALL AUXIN UP-REGULATED RNA 51,protein_coding,NC_083606.1,68312463,68313457,0.102170951180945,0.766167677303908,0.016954461588222,-0.444602801227695,1.41612538381329,0.971863320972245
LOC115703914,-1.03329159119406,0.0690509207234595,0.580892801540262,-0.414023294750092,0.448417216527399,0.719900170476159,1.31379543933894,0.00871517472344685,0.0348199564705159,-0.218886084388225,0.627832870132738,0.853642631569808,-0.93376121600658,0.0499220445556081,0.239998537901954,LOC115703914,auxin-responsive protein SAUR76,protein_coding,NC_083601.1,22316415,22317603,0.107576313945599,1.27990079169259,0.591040954947869,-0.152118776065118,0.714875131618355,0.0995303751874778
LOC115722889,0.274102028626683,0.0979234803288411,0.648066623422341,0.472951570025624,0.0103829164229609,0.100094498124374,0.94804419467613,3.34708983673732e-07,1.78477712645131e-05,0.827782366346349,2.01425743065303e-06,0.000533409411424483,0.640241764931801,0.000134437255041633,0.00804009904876036,LOC115722889,cryptochrome-1,protein_coding,NC_083609.1,385827,390978,0.109562557007662,0.41813392179884,4.1945878708228e-10,0.729917163771698,0.187540601414547,0.366139736305118
LOC115721008,1.14477568136868,0.26014923110279,0.843461882671535,-1.37882369765445,0.195791280611851,0.487908238311997,-3.62023873126098,0.000510008321633925,0.00400730121429139,-2.21683342417679,0.0177885736915926,0.115890770114111,-2.93311220391097,0.00368479899787354,0.0534565332848205,LOC115721008,auxin-induced protein 15A-like,protein_coding,NC_083602.1,3380860,3382162,0.110779093192088,0.417526466908816,0.000345593391014081,-2.10147810705704,0.716278779734184,4.07788788527965
LOC115708755,-0.135924641650555,0.415289252812008,0.91252286199588,-0.492919014962434,0.0082431365194751,0.0868277046718043,0.304484535472065,0.03716688952886,0.103542718876336,-0.127295093311424,0.353033366681362,0.648402842681914,-0.35035362750672,0.0205326011011128,0.142824256715917,LOC115708755,pre-mRNA-splicing factor SPF27 homolog,protein_coding,NC_083603.1,3980351,3983923,0.111524744802905,0.17476588372616,0.277630498364978,-0.0911366760759978,0.223058534195296,0.214428985856165
LOC115725226,0.70182857183562,0.483146392642709,0.93475092076195,-3.55406468017179,0.00456027901102528,0.0627184210031618,-3.11689797256517,0.000965035124233785,0.00648829478307586,-0.294010024295126,0.718747617801699,0.903767505900278,0.234815295203024,0.792700108840527,0.927064483534343,LOC115725226,auxin-induced protein 15A-like,protein_coding,NC_083606.1,68269051,68269520,0.11506868852421,1.23172377235704,0.0276667525835232,-1.09767936490593,0.528825319498151,0.467013276632596
LOC133035326,1.26973422526299,0.32600095914257,0.875013688277386,-1.54329986106236,0.290410538684208,0.589482090474195,-3.80231472602635,0.00216849546479759,0.0120562564578052,0.25160368418515,0.816250118544275,0.947567322587296,1.95700913413209,0.0943420407072527,0.34483263012787,LOC133035326,U1 spliceosomal RNA,snRNA,NC_083602.1,32300765,32300925,0.117569957709409,0.481261823918869,0.592594411543562,-0.401067785415595,1.70540544994694,0.687274908869109
LOC115725626,-0.0281802843712315,0.959118241221197,0.996454481515758,-1.48774395356746,0.0163291328458414,0.129708642064854,-2.35060749444373,3.50588442239897e-05,0.000536788590471868,-1.97124010312566,0.000222338179860218,0.00798350594127536,-0.879933663191415,0.0755593332175988,0.303755951070621,LOC115725626,auxin-induced protein X15-like,protein_coding,NC_083606.1,67767958,67768580,0.123339272798607,1.07845147771235,8.83930942548535e-07,-1.58333432771028,1.09130643993424,0.851753378820184
LOC133031601,3.62849202069922,0.100528964735253,0.650992257422391,-2.53774686257888,0.221148538990189,0.517661591450949,-4.64318420389236,0.0140681011535981,0.049822647935572,0.465163540882318,0.801770322366852,0.941827164884515,3.16271895480197,0.107643174249482,0.368487564187794,LOC133031601,U5 spliceosomal RNA,snRNA,NC_083609.1,3173023,3173139,0.128630763916873,1.4973520661079,0.398944520754286,-0.941371237563168,2.69755541391966,0.465773065897248
LOC115701397,1.34632466934872,7.87262567454483e-06,0.00289791640098313,0.568919788684509,0.0370777977664306,0.203900776134668,0.223461709271013,0.280881549348609,0.450393843928217,0.644671556625116,0.00393149446998588,0.0443165221970471,0.639963030886093,0.00743401743124213,0.078746138446318,LOC115701397,gibberellin-regulated protein 4,protein_coding,NC_083608.1,49637046,49638236,0.130937045504602,0.276096738189465,1.53226889131124e-05,0.593779589692629,0.00470852573902303,0.706361638462623
LOC133029979,3.92673889280084,7.2656290375286e-11,2.73216714327226e-07,3.34080626147284,2.50716279173333e-10,1.57132249367233e-06,2.51929491700287,1.10187394747302e-08,1.97308894860835e-06,2.70331418902319,1.14278977750644e-09,2.1486733396676e-06,3.17614669212644,7.83969086346642e-11,2.45669779358159e-07,LOC133029979,zinc finger protein CONSTANS-LIKE 15-like,protein_coding,NC_083608.1,45614332,45617045,0.133830718812626,0.579259602194722,3.22613960541252e-18,2.91446810154541,0.472832503103256,0.750592200674399
LOC133032657,-0.131559808433365,0.413456749587283,0.911755996034244,-0.567679347062913,0.00246234857661462,0.0438834861966902,-0.816453015753823,2.24668880126223e-06,6.84639268092909e-05,-0.579566240164962,0.000197197102708486,0.00729862189985226,-0.332626416610678,0.0259993777485408,0.163196943507198,LOC133032657,serine/arginine-rich splicing factor SC35-like,protein_coding,NC_083610.1,76645991,76649036,0.133977739728218,3.19745646284523,3.83089687074006e-08,-0.55840557634886,0.246939823554284,0.201066608177313
LOC115696009,-0.0548210666733108,0.6804581613245,0.970107945828497,0.0823922172159829,0.560309485219926,0.792827596427438,0.372508387418851,0.0026827988139664,0.0141175436048688,-0.142589306482588,0.206920899828091,0.490856265274763,-0.171517249554689,0.15557363022614,0.445355571789263,LOC115696009,serine/arginine-rich-splicing factor SR34-like,protein_coding,NC_083610.1,18576403,18580826,0.134622179952921,1.74421985604274,0.715696675210372,0.0285225409084709,0.0289279430721006,0.116696182881378
LOC115715339,3.11168640020509,0.0379647606952174,0.466813835201841,-2.84010449500206,0.0681341378084772,0.282919182657904,-3.09356267721279,0.0211872980671062,0.0675879840953055,-0.394131011973828,0.74587344507102,0.915477959729881,1.41554985004693,0.252023883625171,0.569537627394286,LOC115715339,U1 spliceosomal RNA,snRNA,NC_083604.1,80955790,80955951,0.137986783037915,1.38473930829748,0.723802137460245,-0.278129269440232,1.80968086202076,1.69613655015816
LOC115712808,0.128342320087851,0.417535696399242,0.913486870339603,0.358499246260902,0.0395999562504662,0.211390806033927,0.632165738380278,7.21197589380546e-05,0.000917453117424426,0.0868540031029142,0.507305010165374,0.774437070189467,-0.0358919536590217,0.794620337845148,0.927897217494137,LOC115712808,pre-mRNA-splicing factor SLU7-A,protein_coding,NC_083604.1,82135316,82138464,0.139184361934261,1.26013672584697,0.005299668614585,0.233284805062313,0.122745956761936,0.164234273746872
LOC115705334,0.142737412047647,0.780864497282204,0.981656184215172,0.860869760215715,0.112269575486666,0.369379426311856,-0.124032706754445,0.783962063867863,0.875664155221503,-0.684596399168484,0.115254779720596,0.355657372116633,-1.57713856680404,0.00218567451259431,0.0389642917367436,LOC115705334,auxin-induced protein IAA6,protein_coding,NC_083601.1,45986156,45988819,0.145362843145684,2.55784739671686,0.0531825092870213,-0.480213753051246,0.892542167635559,1.71987597885169
LOC115705478,0.166065729493608,0.363205124481098,0.891868787240463,-0.139362549220691,0.470876604881528,0.734611681983346,-0.609347838216531,0.000436959689254706,0.00354451379868562,-0.271614477418861,0.0787703930310754,0.2853643409962,-0.22949442803197,0.154548766251246,0.44404249059338,LOC115705478,serine/arginine-rich splicing factor RS31,protein_coding,NC_083601.1,25277032,25280201,0.150096773217742,1.71137475058188,0.000362354615895534,-0.310602536506848,0.0421200493868908,0.395560157525578
LOC115697432,-0.104598726921375,0.868698998203735,0.989824623534317,1.95037845319497,0.0105566565192788,0.101165268030316,2.73019264038961,5.09003598608807e-05,0.000715267986625021,1.96890196193668,0.00131364593099142,0.0223724373138594,2.10278129400977,0.0014199001058317,0.0304065624030155,LOC115697432,auxin-repressed 12.5 kDa protein,protein_coding,NC_083607.1,18726506,18728708,0.151580750323704,1.04719118651925,1.04426675395603e-06,1.92374755659015,0.133879332073089,2.20738002093114
LOC115707673,-1.30808991475604,0.269180581334882,0.849279249221952,1.89694474684169,0.145643669635479,0.421485651298488,-3.72676017205725,0.00192650070069533,0.0110804729808729,0.514953415313424,0.617294232293044,0.847448286112685,-1.96855069228199,0.0735714620978268,0.30009694449673,LOC115707673,protein MOTHER of FT and TFL1,protein_coding,NC_083601.1,39297501,39298997,0.157753441826269,0.960071063026778,0.0953307360259547,-1.09618592137227,2.48350410759541,0.660460777525943
LOC115719277,-0.421500415324528,0.0247666849079217,0.402742235114002,0.266332381052791,0.158684816450254,0.440772923459548,0.263978452066897,0.0863167272110455,0.193805481851215,0.196853085439637,0.185793081618483,0.464285156909984,-0.00262166963877569,0.986364297189845,0.996038769518551,LOC115719277,phytochrome A-2,protein_coding,NC_083602.1,52091290,52096849,0.164256335121812,3.51293312357492,0.108355191405546,0.121811703662266,0.199474755078413,0.418878745685753
LOC115700176,-0.531905481940124,0.0118372660594348,0.288491790174142,-0.657865939598017,0.00382227797866578,0.0566618273798701,-1.25897632321237,5.41036579321457e-08,5.43661916498777e-06,-0.743817234831802,0.000120216292863863,0.00558331986751643,-0.544623097186782,0.00421849954153792,0.0569120807432283,LOC115700176,serine/arginine-rich splicing factor RSZ22A,protein_coding,NC_083610.1,81914568,81917722,0.164833570401908,0.491237267426857,1.60816909456929e-09,-0.842505433498175,0.19919413764502,0.0127176152466579
LOC115697396,-0.346899464840086,0.236777441383487,0.82800051494798,0.355226532295529,0.223773448526661,0.52058752526581,0.886363723091614,0.00113146238225643,0.0073509867695872,0.148683024021028,0.527833283785527,0.789084948853899,0.0477457582010691,0.844542043965848,0.947778411761125,LOC115697396,auxin response factor 3,protein_coding,NC_083607.1,21185948,21191726,0.166157847649926,1.19124848095572,0.026770273483766,0.27875653894681,0.100937265819959,0.394645223041155
LOC115713834,-0.0802430730756372,0.765529725011594,0.979995044151472,-0.707126652260768,0.0214230449287055,0.150973047507316,-1.20005675520968,1.47484437766893e-05,0.000284410502450577,-0.806438936345933,0.00130489714886629,0.0222839929091589,-0.552477198512024,0.0273526435438543,0.168673140016907,LOC115713834,auxin-induced in root cultures protein 12-like,protein_coding,NC_083604.1,79401106,79402344,0.166625663143121,0.444120951022479,2.22776509930879e-07,-0.801434411378423,0.25396173783391,0.472234125436386
LOC115712803,-0.0222184241169953,0.925073560067193,0.993624390999247,0.637095772565775,0.0131608855933928,0.114666807658467,0.977116526832642,4.6392625685614e-05,0.000663326348396132,0.635880160480689,0.0027592007641298,0.0358029625722351,0.473393597266827,0.0257546938779732,0.162551109195587,LOC115712803,floral homeotic protein APETALA 2,protein_coding,NC_083604.1,72774476,72778497,0.173693835957865,0.749192055095036,4.10039317740026e-07,0.625302639369288,0.162486563213862,0.495612021383822
LOC115716385,0.166800141677621,0.409342021127101,0.911666153201408,-0.652526375773349,0.0054718237965736,0.0692569087141721,-0.640533116187619,0.000791906275645826,0.00563993249798971,-0.30063311853267,0.0814741383070667,0.291254466469985,-0.224389506984433,0.212501022455236,0.52269024387799,LOC115716385,"probable inactive ATP-dependent zinc metalloprotease FTSHI 1, chloroplastic",protein_coding,NC_083605.1,75724622,75731405,0.180995747234018,3.46478215066625,0.000226356061732712,-0.365746217408132,0.0762436115482371,0.391189648662055
LOC115698132,-0.692527690427515,0.319822300654528,0.871739005629968,-0.566901047046372,0.449832536608852,0.720967196113776,1.96011205104173,0.00389823138274312,0.0188563278771124,-0.0758181529436354,0.902467796971834,0.975772247124749,0.955166938701376,0.126250936182368,0.399652748177351,LOC115698132,probable trehalose-phosphate phosphatase D,protein_coding,NC_083610.1,77031740,77034400,0.181207594488382,4.31233934048716,0.138265108853212,0.545874482522022,1.03098509164501,1.64769462912889
LOC115725166,0.229678892725473,0.835397864669286,0.98668172851798,-3.80558625485142,0.00376394840168666,0.0560330624295428,-3.14403911966596,0.0022139123954244,0.0122573559654799,-4.01580128178182,0.000221047031002256,0.00796192773353336,-1.35753737589646,0.154060024639828,0.443348199198724,LOC115725166,auxin-responsive protein SAUR21,protein_coding,NC_083606.1,67977455,67978000,0.182811606574641,5.27540963164386,7.90337826760803e-06,-2.60270053753654,2.65826390588536,1.58721626862193
LOC133030008,-0.983186164755872,0.00884194352856502,0.251826816782287,-0.260662028134869,0.470774108812802,0.734611681983346,0.485904030430681,0.10602385603066,0.225209259962465,-0.37108012161326,0.206646050157096,0.490575635739107,-0.249503756639894,0.419911440498673,0.713269031010575,LOC133030008,gibberellin-regulated protein 14,protein_coding,NC_083608.1,48549125,48550938,0.183187390149844,5.3950716483656,0.364600200494686,-0.150228974343066,0.121576364973366,0.733682408115978
LOC115708910,-2.02149588759368,0.166093427717553,0.754590256173592,-0.196885657808372,0.906241268433342,0.965730668003575,3.09111553170566,0.017054251099742,0.0575030546521948,1.8113177847417,0.161898529139967,0.429839491054205,2.85247123908458,0.0347496347860927,0.195091858240703,LOC115708910,protein TERMINAL FLOWER 1,protein_coding,NC_083603.1,9396026,9397354,0.18574147487736,0.736914177951041,0.0111165422977256,1.80145016558481,1.04115345434288,4.87396712667827
